question stem,option A,option B,option C,option D,option A feedback,option B feedback,option C feedback,option D feedback,correct answer,data content ID,question nickname
An expression in standard form is shown. The diagram below is equivalent to which expression in factored form?\(x^2−13x + 42\)\(x\)-6\(x\)\(x^2\)\(-6x\)-7\(-7x\)42,\((x - 13)(x + 42)\),\((x + 6)(x + 7)\),\((x - 6)(x + 7)\),\((x - 6)(x - 7)\),Incorrect. Let's try again a different way: Use the diagram to help you convert from standard form to factored form. Look in the top-right and bottom-left squares for the numbers to use in the factored form. The answer is \((x - 6)(x - 7)\).,Incorrect. Let's try again a different way: This expression results in a linear term of \(+13x\) instead of the \(-13x\) we need. The answer is \((x - 6)(x - 7)\).,Incorrect. Let's try again a different way: This expression does not result in a constant term of \(+42\). The answer is \((x - 6)(x - 7)\).,That's correct! Check yourself: Multiply \((x - 6)(x - 7)\) using FOIL. The result is \(x^2- 13x + 42\).,D,52112f4d-ff2f-4353-95bc-16271ce47eeb,Alg1_8_6_2_SC
Find the factored form of \(x^2− 18x + 80\).,\((x - 8)(x - 10)\),\((x - 12)(x - 6)\),\((x - 4)(x - 20)\),\((x + 8)(x + 10)\),"That's correct! Check yourself: Multiply \((x - 8)(x - 10)\) to check. Since \((x - 8)(x - 10) = x^2- 18x + 80\), you are correct.","Incorrect. Let's try again a different way: The product of \(-12 \cdot (-6)\) is 72, not 80. The answer is \((x - 8)(x - 10)\).","Incorrect. Let's try again a different way: The sum of \(-4 + (-20)\) is -24, not -18. The answer is \((x - 8)(x - 10)\).","Incorrect. Let's try again a different way: The sum of \(8 + 10\) is 18, not -18. The answer is \((x - 8)(x - 10)\).",A,2d667212-06f5-46f2-8503-bb8cbef0eec6,Alg1_8_6_3_SC
"Find the factored form of the expression, \(x^2− 22x − 48\).",\((x + 12)(x - 4)\),\((x - 2)(x + 24)\),\((x + 2)(x - 24)\),\((x - 8)(x - 16)\),"Incorrect. Let's try again a different way: The constants in these factors have the correct product, but they do not have a sum of -22. The answer is \((x + 2)(x - 24)\).","Incorrect. Let's try again a different way: The constants in these factors have the correct product, but they do not have a sum of -22. The answer is \((x + 2)(x - 24)\).","That's correct! Check yourself: Multiply the factors to check if they are equivalent to \(x^2- 22x - 48\). Since they are equal, the answer is correct.","Incorrect. Let's try again a different way: The constants in these factors have the correct sum, but they do not have a product of -48. The answer is \((x + 2)(x - 24)\).",C,f1d216e7-6c3c-4f5e-b342-71727011f75e,Alg1_8_7_2_SC
Consider the expression \(x^2 + bx − 48\).Identify all the pairs of factors of –48 that would result in positive values of \(b\).,"1 and -48,2 and -24,3 and -16,4 and -12,6 and -8","1 and 48,2 and 24,3 and 16,4 and 12,6 and 8","-1 and -48,-2 and -24,-3 and -16-4 and -12,-6 and -8","-1 and 48,-2 and 24,-3 and 16,-4 and 12,-6 and 8","Incorrect. Let's try again a different way: These factors result in a negative value of \(b\) since their sum is negative. To get a positive value for \(b\), you will want the larger number to be positive. The answer is -1 and 48, -2 and 24, -3 and 16, -4 and 12, -6 and 8.","Incorrect. Let's try again a different way: These factors each have a positive product, not -48. To get a negative product, the factors would need to be different signs. The answer is -1 and 48, -2 and 24, -3 and 16, -4 and 12, -6 and 8.","Incorrect. Let's try again a different way: These factors each have a positive product and a negative sum. To get a negative product, the factors would need to be different signs. The answer is -1 and 48, -2 and 24, -3 and 16, -4 and 12, -6 and 8.",That's correct! Check yourself: Each pair of factors has a product of -48 and a positive sum since the factor with the larger absolute value is positive.,D,9a09e716-bdc6-4106-a551-58f8e7af48f6,Alg1_8_7_3_SC
Which of the following is equivalent to \(9^2 − 6^2\)?,\((9 - 6)^2\),\((9 - 6)(9 - 6)\),\((9 + 6)(9 + 6)\),\((9 + 6)(9 - 6)\),Incorrect. Let's try again a different way: This expression is \((9 - 6)^2= 3^2= 9\). The original expression is \(9^2- 6^2= 81 - 36 = 45\). The answer is \((9 + 6)(9 - 6)\).,Incorrect. Let's try again a different way: This expression is \((9 - 6)(9 - 6) = (3)(3) = 9\). The original expression is \(9^2 - 6^2= 81 - 36 = 45\). The answer is \((9 + 6)(9 - 6)\).,Incorrect. Let's try again a different way: This expression is \((9 + 6)(9 + 6) = (15)(15) = 225\). The original expression is \(9^2- 6^2= 81 - 36 = 45\). The answer is \((9 + 6)(9 - 6)\).,"That's correct! Check yourself: Multiply the expression to check. \((9 + 6)(9 - 6) = (15)(3) = 45\). The original expression is equivalent, \(9^2- 6^2= 81 - 36 = 45\). The answer is correct.",D,a3f789e7-1b24-4218-93e3-5f4ffdda3ce1,Alg1_8_8_2_SC
Find the factored form of the expression \(16p^2 − 49\).,\((4p + 7)(4p - 7)\),\((4p + 7)(4p + 7)\),\((4p - 7)(4p - 7)\),\(p(16p - 49)\),That's correct! Check yourself: Multiply the factored form to check. \((4p + 7)(4p - 7) = 16p^2-28p +28p -49 = 16p^2- 49\). The answer is correct.,Incorrect. Let's try again a different way: This expression multiplies to be \((4p + 7)(4p + 7) = 16p^2+56p +49\). Look for the binomials that lead to the middle terms canceling each other out because they are opposites. The answer is \((4p + 7)(4p - 7)\).,Incorrect. Let's try again a different way: This expression multiplies to be \((4p - 7)(4p - 7) = 16p^2-56p +49\). Look for the binomials that lead to the middle terms canceling each other out because they are opposites. The answer is \((4p + 7)(4p - 7)\).,Incorrect. Let's try again a different way: This expression multiplies to be \(p(16p - 49) = 16p^2- 49p\). The answer is \((4p + 7)(4p - 7)\).,A,ec46f998-ec4e-4b31-9f35-1652f465d1f7,Alg1_8_8_3_SC
Solve the equation by rewriting it in factored form and then using the zero product property.\(x^2+ 3x − 59 = −5\),\(x=9\) and \(x=-6\),\(x=9\) and \(x=6\),\(x=-9\) and \(x=6\),\(x=-9\) and \(x=-6\),Incorrect. Let's try again a different way: Set one side of the equation equal to 0 by adding 5 to both sides.\(x^2 + 3x - 54 = 0\)Find the factored form of the quadratic expression: \((x + 9)(x - 6) = 0\). Solve the equation in factored form. The answer is \(x=-9\) and \(x=6\).,Incorrect. Let's try again a different way: Set one side of the equation equal to 0 by adding 5 to both sides.\(x^2 + 3x - 54 = 0\)Find the factored form of the quadratic expression: \((x + 9)(x - 6) = 0\). Solve the equation in factored form. The answer is \(x=-9\) and \(x=6\).,"That's correct! Check yourself: Substitute each value in for \(x\) in the original equation to check your answers. \((-9)^2 + 3(-9) - 59 = -5\), and \((6)^2+ 3(6) - 59 = -5\). Since they are true, your answers are correct.",Incorrect. Let's try again a different way: Set one side of the equation equal to 0 by adding 5 to both sides.\(x^2 + 3x - 54 = 0\)Find the factored form of the quadratic expression: \((x + 9)(x - 6) = 0\). Solve the equation in factored form. The answer is \(x=-9\) and \(x=6\).,C,d6c5fdf0-585c-4b44-b974-0a8f63f5e639,Alg1_8_9_2_SC
"Without graphing, identify the function whose graph has only one zero.",\(f(x) = x^2- 7x - 18\),\(f(x) = x^2- 1\),\(f(x) = x^2-14x + 49\),\(f(x) = x^2+ 2x - 15\),"Incorrect. Let's try again a different way: The factored form of this function is \((x - 9)(x + 2)\). Since the two solutions are \(x = 9\) and \(x = -2\), the graph of the function has two zeros. The answer is \(f(x) = x^2-14x + 49\).","Incorrect. Let's try again a different way: The factored form of this function is \((x - 1)(x + 1)\). Since the two solutions are \(x = 1\) and \(x = -1\), the graph of the function has two zeros. The answer is \(f(x) = x^2-14x + 49\).","That's correct! Check yourself: The factored form of \(x^2-14x + 49\) is \((x - 7)(x - 7)\). Since there is only one solution, \(x = 7\), the graph of the function only has one zero.","Incorrect. Let's try again a different way: The factored form of this function is \((x - 3)(x + 5)\). Since the two solutions are \(x = 3\) and \(x = -5\), the graph of the function has two zeros. The answer is \(f(x) = x^2-14x + 49\).",C,1bbefa54-3779-461e-8c79-60d1758b795d,Alg1_8_9_3_SC
Find the factored form of the quadratic expression \(3x^2+ 5x − 2\).,\((3x - 2)(x - 1)\),\((3x + 2)(x + 1)\),\((3x - 2)(x + 1)\),\((3x - 1)(x + 2)\),Incorrect. Let's try again a different way: This results in a middle term of \(-5x\) and a constant term of 2. These are not correct. The answer is \((3x - 1)(x + 2)\).,Incorrect. Let's try again a different way: This results in a constant term of 2. The constant term should be -2. The answer is \((3x - 1)(x + 2)\).,"Incorrect. Let's try again a different way: This results in a middle term of \(3x - 2x\), or \(x\). The middle term should be \(5x\). The answer is \((3x - 1)(x + 2)\).",That's correct! Check yourself: Multiply the factored form to check to see if it is equivalent to the original expression. \((3x -1)(x + 2) = 3x^2 +6x -x -2 = 3x^2+5x -2\). So the answer is correct.,D,9dd53af0-a6a2-4f04-bf42-55d4ba300eb4,Alg1_8_10_2_SC
"A tennis ball is hit by a racket.The function \(h(t) = -3t^2+ 7t + 3\) models the height in meters, \(h\), of the tennis ball \(t\) seconds after the impact with the racket.Use graphing technology to determine the amount of time that has passed from the tennis ball being hit to when it reaches the ground.",1.167 seconds,2.703 seconds,0.37 seconds,3.124 seconds,Incorrect. Let's try again a different way: This answer is the time it takes for the tennis ball to reach its maximum height. The answer is 2.703 seconds when the height is back to 0.,That's correct! Check yourself: Substitute 2.703 for \(t\) and check that the function is approximately 0. \(-3(2.703)2 + 7(2.703) + 3 ≈ 0\). The answer is correct.,"Incorrect. Let's try again a different way: The value -0.37 is a zero for the function, but a negative time value is not relevant in this example. The answer is 2.703 seconds when the height is back to 0 at a positive \(t\).",Incorrect. Let's try again a different way: Check to see if you entered the function correctly into the graph. The answer is 2.703 seconds when the height is back to 0 at a positive \(t\).,B,3f10c52e-8cf0-41ab-826c-fb1391e7530c,Alg1_8_10_3_SC
Find the factored form of the quadratic expression \(9x^2− 6x − 35\).,\((9x + 7)(x - 5)\),\((3x - 7)(3x + 5)\),\((x + 7)(x - 5)\),\((3x + 7)(3x - 5)\),"Incorrect. Let's try again a different way: Rewrite the expression as \((3x)^2- 2(3x) - 35\). Substitute \(N\) for \(3x\) and factor the expression \(N^2- 2N - 35\). Once factored, replace \(N\) with \(3x\) and simplify. The answer is \((3x - 7)(3x + 5)\).",That's correct! Check yourself: Multiply the binomials to check if they are equivalent to the original expression. \((3x -7)(3x +5)= (3x -7)(3x +5)=9x^2-21x +15x-35 = 9x^2-6x - 35\). The answer is correct.,"Incorrect. Let's try again a different way: Rewrite the expression as \((3x)^2-2(3x) - 35\). Substitute \(N\) for \(3x\) and factor the expression \(N^2-2N-35\). Once factored, replace \(N\) with \(3x\) and simplify. The answer is \((3x - 7)(3x + 5)\).","Incorrect. Let's try again a different way: Rewrite the expression as \((3x)^2-2(3x) -35\). Substitute \(N\) for \(3x\) and factor the expression \(N^2-2N -35\). Once factored, replace \(N\) with \(3x\) and simplify. The answer is \((3x - 7)(3x + 5)\).",B,952ece21-3764-435b-abb9-7e54d9a7b332,Alg1_8_10_4_SC
"Identify a quadratic function, \(g(x)\), in standard form, that has the zeros 5 and –7.",\(g(x) = x^2 + 2x - 35\),\(g(x) = x^2 - 2x + 35\),\(g(x) = x^2 + 12x + 35\),\(g(x) = x^2 - 12x + 35\),"That's correct! Check yourself: Substitute the zeros in for \(x\) and check to see the function equals 0. \((5)^2 + 2(5) - 35 = 0\), and \((-7)^2 + 2(-7) - 35 = 0\).","Incorrect. Let's try again a different way: The factored form of the quadratic function is \(g(x) = (x - 5)(x + 7)\). Use the distributive property, or FOIL, to find the answer. The answer is \(g(x) = x^2 + 2x - 35\).","Incorrect. Let's try again a different way: The factored form of the quadratic function is \(g(x) = (x - 5)(x + 7)\). Use the distributive property, or FOIL, to find the answer. The answer is \(g(x) = x^2 + 2x - 35\).","Incorrect. Let's try again a different way: The factored form of the quadratic function is \(g(x) = (x - 5)(x + 7)\). Use the distributive property, or FOIL, to find the answer. The answer is \(g(x) = x^2 + 2x - 35\).",A,7d5124e8-c3e7-4179-9fa0-55e7ed277f03,Alg1_8_11_2_SC
"Write the quadratic function, \(z(x)\), in standard form, that has the zeros –1 and 8 and passes through the point \((0, 16)\).",\(z(x) = -2x^2 + 14x + 16\),\(z(x) = 3x^2 - 21x - 24\),\(z(x) = 2x^2 - 14x - 16\),\(z(x) = x^2 + 7x + 8\),"That's correct! Check yourself: Substitute the points \((-1, 0)\), \((8, 0)\), and \((0, 16)\) into the function and check that each is true. Since each one is true, the answer is correct.","Incorrect. Let's try again a different way: This is an incorrect value \(a\), in which \(a = 3\). The correct value of \(a\) is -2. The answer is \(z(x) = -2x^2 + 14x +16\).","Incorrect. Let's try again a different way: This is an incorrect value \(a\), in which \(a = 2\). The correct value of \(a\) is -2. The answer is \(z(x) = -2x^2 + 14x +16\).","Incorrect. Let's try again a different way: This is the standard form of the function without finding the value of \(a\). Use the intercept form and the point \((0, 16)\) to find the value of \(a\). The answer is \(z(x) = -2x^2 + 14x +16\).",A,d1f96b2b-82da-4991-87ee-623dd132f8ff,Alg1_8_11_3_SC
Find the equation of the curve of best fit. Round each coefficient to the nearest hundredth.Which is the equation of the curve of best fit?,\(y = -0.92x^2+ 4.25x + 8.36\),\(y = -0.97x^2+ 7.62x + 19.34\),\(y = -0.94x^2+ 4.51x + 16.96\),\(y = -0.91x^2 + 2.23x + 16.42\),Incorrect. Let's try again a different way: Did you enter \(y_1 \sim ax_1^2+bx_1+ c\) to find the curve of best fit? The answer is \(y = -0.94x^2+ 4.51x + 16.96\).,Incorrect. Let's try again a different way: Did you enter \(y_1 \sim ax_1^2+bx_1+ c\) to find the curve of best fit? The answer is \(y = -0.94x^2+ 4.51x + 16.96\).,That's correct! Check yourself: The graph of the curve lines up with the data set as closely as possible.,Incorrect. Let's try again a different way: Did you enter \(y_1 \sim ax_1^2+bx_1+ c\)  to find the curve of best fit? The answer is \(y = -0.94x^2+ 4.51x + 16.96\).,C,2f26f3a5-d172-4f06-aa9d-d2d4353665ce,Alg1_8_12_2_SC
